 ORD1282 ,2025-12-20,Laura Brown,22499,cynthia34@example.com,+1-923-277-9437x029,"USS Branch, FPO AA 92879", Running Shoes (Pro) ,01,89.99,4.5,USD 5.40,FREE,USD 89.99,USD ,Chargeback,partial,U.S.A.,International,,Leave at door, ORD1282 ,
#1283,12-03-2025 00:00,Lindsay Alvarez, ,levijoseph@example.com,(847)638-9294,"2240 Ramos Expressway, Jasonmouth, NC 44213",  Dumbbell Set 20kg,9 pcs,USD 45.00,$40.50,32.40,FREE,(405.00),US$,\tPaid,FULFILLED,"United States, CA",Standard,backorder, !!!,,
-,30/12/2025,Manuel Gordon,\tCUST-261 ,timothy86@example.com,466-686-6341x55269,"PSC 4112, Box 3437
APO AP 17800",Yoga Mat, 9.0 ,$29.99,13.5 ,\t21.59, FREE,  $269.91  ,US$,  Chargeback  ,unfulfilled  ,usa,Pickup,gift/vip,Call before delivery,,30/12/2025
1285-01,2025.11.28,Tracy Collins,CUST-845,unknown@,2322046694,"870 Nancy Avenue Suite 996
South Joshuamouth PA 04830",Yoga Mat ,02,29.99,,4.8,7.5,  59.98  ,,Unpaid,unfulfilled,U.S.A.,Standard,,,1285-01,
01286,2025-12-17,Erica Gray,46975,kimberlyhood@example.net,null,"505 Young Glens
South Wendy, MO 63969",Whey Protein,\t05,35.0,26.25,$10.50,USD 7.50,175.0  ,usd,Refunded,unfulfilled,United States of America,Express,vip|backorder|first-time,!!!,,
01287,2025-12-29,\tPeter Harris  ,CUST-841,walshpamela@example.net ,221 382 9384x522,"062 Reyes Turnpike
Lake Jameshaven, FM 86280",whey protein,\t10  ,$35.00,USD 35.00,20%,"9,99",  350.0 ,USD,  paid ,unfulfilled,US,International,wholesale,Leave at door,,
 1288 ,01-03-2026 00:00,Dillon Sullivan,34265,ZACHARY51@EXAMPLE.NET,(561)516-5014x9760,"\t44113 Jackson Ridge Suite 776
New Melissa, KY 80160 ", RUNNING SHOES (PRO) ,3 pcs,89.99,0.0,\t(21.60),USD 7.50,269.96999999999997,EUR,PAID,cancelled,United States of America,Standard,gift ; vip ; wholesale,Leave at door, 1288 ,01-03-2026 00:00
 1289 ,12-02-2025 00:00,  Keith Good ,CUST-750,normaprice@example.com,579.254.8284x2131,"167 Miller Crest
Davidborough, SC 55176",Whey Protein, 9  ,35.0,USD 15.75  ,$22.05,\t$9.99 ,9,USD,PAID,cancelled,U.S.A.,Local Delivery,,,,
ORD1290,2025-12-09,\tSherry Smith,\tCUST-152 ,,254-848-8887,62215 Reyes Plaza Apt. 074 South Rachel NM 34592,whey protein  ,10,(35.00),$17.50,28.0,0,"350,00",USD,Unpaid,FULFILLED  , U.S.A.  ,\tInternational,gift ,   ,,
 1291 ,2026-01-09,Stephanie Diaz,CUST-922,ewright at example.net,210.668.3824,"  66946 Daniel Mountains Suite 924
East Mary, WI 45302",DumbbellSet20kg,3,$45.00,,5%,7.5,135.0,\tUSD,Chargeback,FULFILLED,"United States, CA",International,,, 1291 ,
 1292   ,31/12/2025,Samantha Fields,CUST-315,browningcorey@example.org,+1-358-509-0244x55279 ,"01513 Olivia Valleys Apt. 049
North Tiffany, MI 08294",Running Shoes (Pro),  3 pcs  ,$89.99,(13.50),21.6, 9.99  ,$269.97,USD,PAID,FULFILLED,U.S.A.,International,\tvip;wholesale ,  Call before delivery,,31/12/2025
   1293   ,,Samantha Mann,13541,matthew40@example.com,001 950 773 9346x305,"00740 Ward Village Suite 598
Nunezmouth PW 74235",DumbbellSet20kg,2,45.00,13.5,,USD 0.00,USD 90.00,EUR,Unpaid,cancelled, USA,Pickup,wholesale|backorder|first-time,!!!,,
1294-01,2025-12-26,Michelle Carpenter,68923,crystal08@example.org,886.932.3699,"662 Lang Vista Apt. 517
South Eric, MD 20440",Stainless Water Bottle,4,$15.50,9.3,20%,9.99,62.0,usd  ,Partially Refunded,  FULFILLED  ,"California, US",Local Delivery,gift,,1294-01,
#1295,,  Leah Luna,  CUST-740  ,nicholaswhite at example.com,2933278499," 98935 Chung Curve
Rushchester, CO 42434  ",Stainless Water Bottle,5.0,15.50,USD 7.75,$5.43,FREE,$77.50,US$,Paid,cancelled,\tusa,International,\tgift/first-time  ,Call before delivery,,
01296,2026/01/18 00:00:00,"Johnson, Angel",,matthew37 at example.com,001-423-515-0982,"580 Nguyen Ville Suite 366
North Melissa, MN 81821",Running Shoes (Pro),6,  89.99 ,  15%,43.2,$4.99, USD 539.94,,PAID,cancelled,US-CA,International,"backorder,wholesale",!!!,,2026/01/18 00:00:00
01297, 2026-01-01,"Hall, Antonio",CUST-146,johnsondavid@example.org,\t897297 2126,"27721 Williams Trail
Perezberg, FM 72252",Bottle Steel,07,$15.50,  0.0  ,7.60,0,108.50,usd,  Paid,fulfilled,US-CA,Express,,Leave at door,01297,
ORD1298,12-24-2025 00:00,"James, James",CUST-322,umoore@example.net,+1-894-883-9684x9265,,DumbbellSet20kg,06,  45.0,13.5,"18,90",0,$270.00,,Chargeback,fulfilled,usa,Pickup,first-time,Call before delivery,,
ORD-1299,,Belinda Carter,CUST-901,david23@example.org,6156504589,"725 Zachary Curve Suite 464
Lake Bradley, PR 66409",\tWHEY PROTEIN,5 pcs,35.0,5%,10%,4.99,175.0,EUR,Paid,fulfilled,U S A, International ,first-time,Call before delivery,,
#1083,2025-12-04,Brandi Hudson,  CUST-429,christy21@example.com,920.601.0140," 63874 Wilson Turnpike Apt. 760, Larryborough, VI 16543 ",Running Shoes (Pro),\t8,$89.99,10%,\t$43.20  ,USD 4.99,$719.92  ,usd,Unpaid,partial ,\tUSA,Express,vip/wholesale/backorder,,#1083,2025-12-04
ORD1084,unknown,Nathan Gill,CUST-645,pblankenship@example.org,001-752-525-1167x7735,"84626 Ashley Skyway Suite 393
Reyesbury, KY 23898",Stainless Water Bottle,1.0,(15.50),$2.32,$0.93,USD 9.99,$15.50,USD,Partially Refunded,unfulfilled,U.S.A.,Express,"backorder,gift",!!!,,
ORD-1053,,\tJason Cook ,CUST-420  ,raymondhorn@example.org,001-752-894-0716,"\t6002 Maureen Views Suite 406
Ashleyview, CO 53713",running shoes (pro),2-3,89.99,20%,10.80,7.50,$179.98 ,,Partially Refunded,cancelled,US-CA,Local Delivery,first-time,!!!,,
ORD1206,05/12/2025,,20482,xwilliams@example.net,  375-680-5077 , ,Yoga Mat,4,29.99,$0.00,"8,40",$0.00,USD 119.96,EUR,Partially Refunded,unfulfilled,USA,Standard,first-time,"Fragile, handle with care",ORD1206,
ORD-1166,,Crystal Mack,CUST-595,user at mail.com,  711-555-8911 ,"\t10620 Austin Camp, Johnchester, MS 06327",Yoga Mat,1 pcs,29.99,$1.50,  USD 2.40,4.99,"29,99",US$,Partially Refunded,partial,U.S.A., International ,"  backorder , wholesale , first-time","Fragile, handle with care",,
01212,23/12/2027,Brian Butler,CUST-851,michael52@example.com,552-681-8248,N/A  ,\tYoga Mat ,9-10,$29.99,0.0, $16.19 ,$7.50,269.90999999999997,,Partially Refunded,cancelled,"California, US",Standard,,!!!,,
01136,2026-01-22,Richard Sandoval,CUST-281,heatherturner@example.net,,"59976 Brandt Mount
Charlotteville, MS 52987",running shoes (pro),8,89.99,USD 36.00,, USD 4.99  ,  719.92  ,US$,Partially Refunded, FULFILLED,usa,Standard,first-time;vip;gift,"Fragile, handle with care",01136,
1139-01,07/01/2026,Bethany Jones,CUST-657,,332913 7391,"723 Robert Crossing
Melissaville, HI 27317",Yoga Mat,5-6,"  29,99  ",7.50,12.0  ,  4.99  ,149.95,EUR,Refunded,partial,"California, US",International,gift;first-time;wholesale,"Fragile, handle with care",,
-,04/12/2025,Yvonne Tucker,CUST-367,lisa28 at example.net,001 971 876 7222x0785,"976 Hernandez Plaza
Danielland WY 01092",Whey Protein,4 pcs,35.00," 21,00",8.4,7.50,$140.00,usd,Partially Refunded,unfulfilled,US-CA,International,,\tLeave at door,,04/12/2025
ORD-1077,2026-01-16,Beverly Nelson,CUST-123,unknown@,924876 7409x8664,"3188 Flores Valleys Apt. 011
North Daniel, IN 55193",Running Shoes (Pro),6-7,89.99,  USD 0.00  ,37.8,$4.99,539.9399999999999,usd,Partially Refunded,unfulfilled,"United States, CA",International,gift|wholesale|first-time,,ORD-1077,
